filename,utterance_text
Empathy_상처_친구_112.tsv,"친구야, 나 요즘 회사 그만두고 속상해서 잠도 잘 안 온다."
Empathy_상처_친구_113.tsv,오늘 소개팅을 하고 왔는데 상대방이 내 머리를 보고 실망한 것 같아.
Empathy_상처_친구_114.tsv,나 오늘 길 지나가는데 키 진짜 엄청 큰 사람 봤어. 모델핏 그 자체더라고.
Empathy_상처_친구_115.tsv,남자 친구랑 며칠째 연락이 되지 않아. 이게 잠수 이별이라는 건가 봐.
Empathy_상처_친구_116.tsv,나 너무 괴로워.
Empathy_상처_친구_117.tsv,나한테 어떻게 이런 일이 생길 수 있지?
Empathy_상처_친구_118.tsv,나 지금 충격적인 소식을 들어서 아무것도 할 수가 없어.
Empathy_상처_친구_119.tsv,나 어제 엄마한테 상처받는 말을 들었어.
Empathy_상처_친구_12.tsv,시어머니가 식당 음식을 싫어하셔서 음식을 좀 만들어 가져갔더니 한입 맛보시고는 간이 안 맞다고 하는 거야.
Empathy_상처_친구_120.tsv,친구랑 오늘 오랜만에 전화를 했어. 그런데 엄마가 갑자기 전화 끊고 공부하라고 잔소리를 크게 하시지 뭐야. 갑자기 큰 호통을 들어서 너무 놀랐어.
Empathy_상처_친구_121.tsv,오늘 낮에 홍대 입구에 갔다가 낯이 익은 얼굴을 마주쳤어. 그런데 보자마자 갑자기 숨이 턱 막히고 가슴이 두근두근거리더라.
Empathy_상처_친구_122.tsv,"야, 우리 체육 선생님 진짜 제정신 아닌가 봐."
Empathy_상처_친구_123.tsv,"공감화자야, 딸 키우는 것 너무 힘들지 않아? 요즘 유난히 딸 아이 대하는 게 너무 어렵네."
Empathy_상처_친구_124.tsv,"나 생각해보니까 영화관에서 영화를 본 지가 언제인지 기억도 안 나. 이 정도로 내가 문화생활을 안 챙기고 살다니, 세상으로부터 동떨어진 것 같아. 아무도 나를 챙기는 사람도 없다고 생각하니까 가슴이 찢어질 듯 아파."
Empathy_상처_친구_125.tsv,친구야 내 글씨에 대해서 어떻게 생각해?
Empathy_상처_친구_126.tsv,나 오늘 술 좀 마셨다. 맥주 3캔을 마셨네.
Empathy_상처_친구_127.tsv,어제 고등학교 동창회 있었잖아.
Empathy_상처_친구_128.tsv,넌 네가 해준 음식을 아이들이 잘 먹어? 난 요즘 내가 한 음식보다 남편이 한 음식을 더 잘 먹더라.
Empathy_상처_친구_129.tsv,나 오늘 여자 친구한테 선물 주고 상처만 받고 왔다.
Empathy_상처_친구_13.tsv,자식 키워봤자 다 필요 없다는 말이 정말이었어. 아들이 아침부터 부엌에서 혼자 바쁜 거야.
Empathy_상처_친구_130.tsv,"친구야, 나 너무 마음이 아파. 저번 주에 여자 친구와 헤어졌어."
Empathy_상처_친구_131.tsv,나 오늘도 가족들이랑 크게 싸웠어. 사소한 문제였는데 감정 싸움으로 번지더라고.
Empathy_상처_친구_132.tsv,오늘 출근하는 길에 지하철에서 어떤 여자한테 성추행범으로 몰렸어. 진짜 너무 억울하다.
Empathy_상처_친구_133.tsv,진짜 나 이제 솔로로 지낸 지 5년도 넘은 거 같아.
Empathy_상처_친구_134.tsv,우리 아들이 나보고 살 좀 빼래.
Empathy_상처_친구_135.tsv,하... 나 왜 사진보다 실물이 낫다는 말을 왜 이렇게 많이 듣지?
Empathy_상처_친구_136.tsv,나는 정말 여름이 너무 싫어.
Empathy_상처_친구_137.tsv,"아, 맥주나 마셔야겠다."
Empathy_상처_친구_138.tsv,"오늘 엄마, 아빠랑 대판 싸웠어. 당분간 두 분이랑 얘기도 하고 싶지 않아."
Empathy_상처_친구_139.tsv,나 요즘 밤에 잠이 잘 안 와.
Empathy_상처_친구_14.tsv,"너, 저번에 만났던 내 남자 친구 기억해? 사실 나 그 사람이랑 헤어졌어."
Empathy_상처_친구_140.tsv,어제저녁에 너무 속상한 일이 있었어.
Empathy_상처_친구_141.tsv,내가 좋아하는 사람이랑 친구가 사귄다는 소식을 듣고 너무 상처받았어.
Empathy_상처_친구_142.tsv,우리 아들이 요즘 너무 짜증을 많이 내고 이유 없이 울기만 하네.
Empathy_상처_친구_143.tsv,얼마 전에 제주도에 다녀와서 찍은 사진을 인화했는데 나 정말 충격받았잖아.
Empathy_상처_친구_144.tsv,"공감화자야, 네가 보기에 내가 이상한 사람 같니?"
Empathy_상처_친구_145.tsv,회사 다니기 너무 힘들다. 다들 나를 왜 괴롭히는 거지. 회사 생각만 하면 괴롭다.
Empathy_상처_친구_146.tsv,"오랜만에 소주 한잔해서 그런가, 술이 정말 다네. 인생이 왜 이렇게 힘든지 모르겠다."
Empathy_상처_친구_147.tsv,앞으로 어떤 마음으로 부부생활을 이어가야 할지 모르겠어. 믿음이 산산조각이 나버린 느낌이야.
Empathy_상처_친구_148.tsv,나 경찰서 다녀왔어. 내가 이런 일로 경찰서를 다녀오게 될 줄은 꿈에도 몰랐네.
Empathy_상처_친구_149.tsv,"오늘 계모임에 나갔는데, 정말 상처받았어."
Empathy_상처_친구_15.tsv,내 결혼식에 가장 친한 친구라고 생각했던 너도 아는 그 친구가 오지 않았어.
Empathy_상처_친구_150.tsv,나 이번에 가기로 한 해외여행 무산됐어.
Empathy_상처_친구_151.tsv,"나 지금 마음이 갈기갈기 찢어지고, 어딘가 얻어맞은 기분이야."
Empathy_상처_친구_152.tsv,나 지금 너무 충격적이고 황당해서 말이 안 나온다. 친한 친구가 나한테 보험 영업을 해보래. 보험 영업은 원수한테나 권하는 거라던데 지금 너무 상처받아서 말이 안 나와.
Empathy_상처_친구_153.tsv,"공감화자야, 너희 딸이 올해 중학교 3학년이라고 했지?"
Empathy_상처_친구_154.tsv,나 오늘 소개팅하고 왔어. 근데 이대로 끝일 것 같아.
Empathy_상처_친구_155.tsv,내 나이가 벌써 마흔일곱 살이야. 시간이 벌써 이렇게 지났다는 게 너무 충격적이야.
Empathy_상처_친구_156.tsv,오늘 너무 속상한 일이 있었어. 엄마가 원래는 연극배우가 꿈이었는데 나를 낳고 나서 꿈을 못 펼치게 됐다고 하시는 것 있지. 그 얘기 듣는데 모든 게 나 때문인 것 같아서 정말 상처받았어.
Empathy_상처_친구_157.tsv,직장 그만두고 싶다. 다른 회사로 이직하고 싶어.
Empathy_상처_친구_158.tsv,길에서 룸메이트를 마주쳤는데 내 옷을 입고 있더라. 너무 충격받았어.
Empathy_상처_친구_159.tsv,혹시 지금 메시지 할 수 있어? 엄마 때문에 진짜 머리가 너무 아프다. 너무 스트레스받아서 어떻게 해야 할지를 모르겠어.
Empathy_상처_친구_16.tsv,지난 주일에 우리 교회 사람들과 친해지고 싶어서 예배 끝나고 축구를 하자고 했어.
Empathy_상처_친구_160.tsv,참 씁쓸하다. 아무리 서로 바쁘다지만 대학교 4학년이 되니까 연락이 뚝 끊기는구나. 예전에 자주 보던 사람들을 가끔 보기도 힘들고 말이야.
Empathy_상처_친구_161.tsv,나 오늘 길에서 아줌마라는 소리 들었다? 살면서 처음 듣는 말이라 너무 상처받았어.
Empathy_상처_친구_162.tsv,"오늘도 아침에도 몸무게 쟀다! 오늘은 어제보다 일 킬로그램 빠졌고, 십 킬로그램만 더 빼면 언니랑 똑같은 몸무게야!"
Empathy_상처_친구_163.tsv,나를 사랑하지 않으면서 합의도 안 해주는 심리는 뭐일까. 정말 괴로운데 어디다 말도 못 하고 속상하다. 이제는 상처만 남아서 남편 얼굴을 쳐다보지도 못하겠어.
Empathy_상처_친구_164.tsv,내가 또 분노가 폭발해서 아이들에게 버럭버럭하고 소리를 질러댔어. 도대체 난 왜 그럴까?
Empathy_상처_친구_165.tsv,공감화자야 오늘 시간 되니? 내가 술 살 테니까 나와서 같이 한잔해주면 안 될까?
Empathy_상처_친구_166.tsv,"친구야, 나 너무 충격적인 소식 들었어. 내 전 애인 결혼한대."
Empathy_상처_친구_167.tsv,나 요즘 피부가 너무 건조해.
Empathy_상처_친구_168.tsv,"나 최근에 마음이 맞는 사람이 생겼는데, 알고 보니 그 사람이 애인이 있는 상태였어."
Empathy_상처_친구_169.tsv,내 인생에서 최악의 주말을 보냈어. 회사에 출근해서도 일이 손에 안 잡혀서 팀장님께 혼이 났어.
Empathy_상처_친구_17.tsv,"나, 지난 주말에 제주도 다녀왔잖아."
Empathy_상처_친구_170.tsv,나 이번에 우리 부모님께 상처받았어.
Empathy_상처_친구_171.tsv,우리 부모님은 오빠만 이뻐해. 난 차별을 당했어.
Empathy_상처_친구_172.tsv,"회사 그만둬야 할 것 같아. 회사에서 연애하는 걸 사장님이 아시고 헤어지든, 회사를 그만두든지 하래."
Empathy_상처_친구_173.tsv,나 오늘 진짜 충격받았어. 남자 친구가 나에게 둔해 빠졌대.
Empathy_상처_친구_174.tsv,공감화자야. 나는 이제 이 짝사랑을 끝낼 때가 됐나봐.
Empathy_상처_친구_175.tsv,"네 자취생활 어떠니? 나도 얼른 독립하고 싶어, 출근길보다 퇴근길이 더 발걸음이 무겁게 느껴져."
Empathy_상처_친구_176.tsv,나 어제 신랑 때문에 상처받았어. 어젯밤에 집에만 오면 텔레비전 켜고 앉아 있다고 나를 아주 한심하게 보더라고.
Empathy_상처_친구_177.tsv,요즘처럼 해가 뜨거운 날은 모자 쓴 사람들이 너무 부러워.
Empathy_상처_친구_178.tsv,내 남자 친구는 왜 운전면허를 안 따는지 도저히 이해가 안 간다.
Empathy_상처_친구_179.tsv,나 어제 3박 4일 일정으로 경주에 왔어. 민박이 싸길래 그냥 들었는데 솔직히 너무 후지다. 여행까지 와서 이렇게 궁상을 떨어야 하나 싶은 게 좀 서글프네.
Empathy_상처_친구_18.tsv,어젯밤 할머니 집이 불에 타버렸어. 어떻게 해야 좋을지 모르겠다.
Empathy_상처_친구_180.tsv,오늘 호텔에서 친구의 브라이덜 샤워가 있었어.
Empathy_상처_친구_181.tsv,내 성격에 진짜 문제가 있는 걸까? 네가 보기에는 어때?
Empathy_상처_친구_182.tsv,진짜 상처만 남은 여행이었다. 이게 뭐야.
Empathy_상처_친구_183.tsv,여태껏 살면서 이런 어이없는 상황은 처음이야. 너무 당황스럽고 마음이 아파.
Empathy_상처_친구_184.tsv,인터넷에서 소설을 연재하고 싶어서 조금씩 올려보는 중인데 악플이 달려서 괴로워.
Empathy_상처_친구_185.tsv,아무리 딸처럼 예뻐한다고 해도 시댁은 시댁인가 봐.
Empathy_상처_친구_186.tsv,나 진짜 어이없어.
Empathy_상처_친구_187.tsv,내 애인이 뭐가 문제인데 이렇게 다들 반대하는 걸까?
Empathy_상처_친구_188.tsv,회사에서 오늘 과장님한테 또 깨졌어. 난 왜 이러는지 모르겠어.
Empathy_상처_친구_189.tsv,너는 이번 추석에 어디에 갈 예정이야?
Empathy_상처_친구_19.tsv,너 그런 느낌 알지? 누가 자꾸 뒤에서 나 욕하고 따돌리는 느낌.
Empathy_상처_친구_190.tsv,나 요즘 잠이 부족 한 거 같아. 힘드네.
Empathy_상처_친구_191.tsv,"부모님께 너무 큰 상처를 받아서, 더 이상 부모님과 마주할 자신이 없어."
Empathy_상처_친구_192.tsv,"친구야, 나 지금 소개팅 중인데 당장 집에 가고 싶어."
Empathy_상처_친구_193.tsv,어제 아내와 크게 말다툼했어. 의견 차이가 좁혀지지 않아서 결국 잠까지 따로 잤어.
Empathy_상처_친구_194.tsv,"아무리 내가 존경하는 부모님이지만, 이러실 때마다 내겐 너무 상처가 커."
Empathy_상처_친구_195.tsv,오늘도 집에 들어가기가 싫어. 어디 머물 곳 없으려나.
Empathy_상처_친구_196.tsv,월세가 낮아서 지하에 방을 얻었더니 여름에 너무 습하고 곰팡내가 나서 못 살겠어. 나는 왜 이렇게밖에 못 사나 싶어 너무 비참하다.
Empathy_상처_친구_197.tsv,"우리 옆집 아들이 결혼한다고 그 엄마가 청첩장을 가져왔어. 축하한다고, 결혼식에 꼭 가겠다고 말은 했는데 내 속이 속이 아니다."
Empathy_상처_친구_198.tsv,"친구야, 나는 단골 식당에 지인들을 부르는 걸 좋아하고 즐겨. 그런데 내가 초대한 지인이 맛이 없다고 내 면전에서 말하더라고. 그 이야기를 듣고 상처받아서 대꾸하지 못했어."
Empathy_상처_친구_199.tsv,"빵집을 지나칠 때면 떠오르는 추억이 있어. 어릴 적 살던 동네 우리 집 바로 옆에 빵 가게가 하나 있었어. 내가 하교하고 집에 올 때쯤 가게 아저씨가 빵을 구웠나 봐, 냄새가 어찌나 고소하던지."
Empathy_상처_친구_2.tsv,오랜만에 연락하네. 그동안 저는 둘째 딸아이를 출산했어.
Empathy_상처_친구_20.tsv,어떻게 이럴 수 있지? 남편이 결혼기념일에 친구들이랑 골프 여행을 가겠대.
Empathy_상처_친구_200.tsv,나 남자 친구한테 상처받았어.
Empathy_상처_친구_201.tsv,나 이제부터 담배를 끊기로 결심했어. 이번에는 진심이야.
Empathy_상처_친구_202.tsv,"딸아이 여름 방학을 맞아 한국에 오라고 했는데, 안 된다네."
Empathy_상처_친구_203.tsv,나 방금 너무 충격적인 일이 있었어.
Empathy_상처_친구_204.tsv,친구야. 나 오늘 회식 자리에 갔다 왔는데 말이야. 조금 상처인 일이 있었어.
Empathy_상처_친구_205.tsv,작년에 헤어진 남자 친구의 SNS를 보다가 다른 여자들과 찍은 사진이 막 올려져 있더라고. 그걸 보는데 이상하게 기분이 나빠.
Empathy_상처_친구_206.tsv,나 밤새 우느라 잠을 한숨도 못 잤어.
Empathy_상처_친구_207.tsv,나 요즘 너무 불안해서 잠이 잘 안 와.
Empathy_상처_친구_208.tsv,나 기뻐야 하는 거야 슬퍼야 하는 거야?
Empathy_상처_친구_209.tsv,"이혼이 쉬운 게 아니더라. 마음으로는 벌써 결정했는데, 자꾸 망설여져."
Empathy_상처_친구_21.tsv,"얘, 공감화자야. 너 내 말 좀 들어봐. 네 남편이 여자 동창과 격의 없이 지내는 거 어떻게 생각해?"
Empathy_상처_친구_210.tsv,이제야말로 전 여자 친구를 마음에서 떠나보내야 할 때가 되었나 보다. 심장 한구석이 텅 빈 것 같아서 쓸쓸하네.
Empathy_상처_친구_211.tsv,내가 진짜 너무 어이가 없어서. 어떻게 친구 말을 안 믿어줄 수가 있지?
Empathy_상처_친구_212.tsv,나 심각하게 고민이 있어. 많이 고민하다가 너한테만 말해.
Empathy_상처_친구_213.tsv,"진짜 우리 언니는 왜 이 모양인지 몰라, 진짜 좋게 지내려야 지낼 수가 없어."
Empathy_상처_친구_214.tsv,나 학교에 가고 싶지 않아. 그냥 집에만 틀어박혀 있고 싶어.
Empathy_상처_친구_215.tsv,나 정말 속상한 일이 있었어.
Empathy_상처_친구_216.tsv,나 요즘 너무 무기력해.
Empathy_상처_친구_217.tsv,나 지금 너무 상처와 충격으로 말이 다 안 나와.
Empathy_상처_친구_218.tsv,"어쩌면 사람이 이렇게 이기적일 수가 있니, 아버지 연락을 받고 괴로워서 정신 차리지 못하겠어."
Empathy_상처_친구_219.tsv,나 아까 유명한 연예인 실제로 봤어. 빛이 나더라고.
Empathy_상처_친구_22.tsv,"에휴, 우리 엄마가 또 형만 비싼 운동화를 사줬네."
Empathy_상처_친구_220.tsv,어떻게 이럴 수가 있어? 나 정말 상처받았어.
Empathy_상처_친구_221.tsv,나 정말 사업에 소질이 없는 걸까. 벌써 이번이 두 번째 시도인데 또 망할 것 같아. 너무 괴롭다.
Empathy_상처_친구_222.tsv,회사 생활에 회의감이 느껴져.
Empathy_상처_친구_223.tsv,나 한 달 전 결혼기념일에 남편에게 넥타이를 선물했잖아. 그런데 남편이 아직 한 번도 그 넥타이를 안 했어. 나 상처받았어.
Empathy_상처_친구_224.tsv,남자 친구가 또 연락이 안 돼. 오늘도 밤늦게까지 술 마시나 봐. 진짜 어떻게 하면 좋을까?
Empathy_상처_친구_225.tsv,나 오늘 택시 탔다가 기사 아저씨한테 돈을 왕창 뜯긴 기분이야. 너무 상처받았어.
Empathy_상처_친구_226.tsv,어제 내가 보면 안 될 판도라의 상자를 열어버렸어. 괜히 봐서 상처받았어.
Empathy_상처_친구_227.tsv,"친구야, 나 너에게 상담하고 싶은 고민이 있어."
Empathy_상처_친구_228.tsv,길거리에서 다른 화목한 가족들을 보면 왜 나만 이런 가정에서 태어났을까 불행하게 느껴져.
Empathy_상처_친구_229.tsv,일주일 전에 여자 친구에게 맞았는데 창피해서 아무에게도 말을 못 했어. 오늘 네게 처음 얘기 하는 건데 정말 비참하다.
Empathy_상처_친구_23.tsv,나 장사 괜히 한 것 같아.
Empathy_상처_친구_230.tsv,"친구야, 오늘 수영장 탈의실에서 탈의한 사람을 촬영하는 사람이 있었어. 너무 그 모습을 보고 충격을 받아서 심리적으로 괴로움 때문에 상처로 남았어. 아직도 그런 비정상적인 사람이 있다니 너무 충격이야."
Empathy_상처_친구_231.tsv,아버지 정년 퇴직하시고 쉬시는 줄 알았는데 경비 일 시작하셨대서 충격받았어.
Empathy_상처_친구_232.tsv,휴. 어쩌지 나 또 엄마한테 심한 말을 해버렸어. 싸울 때는 흥분해서 몰랐는데 지나고 보니 너무 괴로워.
Empathy_상처_친구_233.tsv,친구야. 내 전 남자 친구에게 새 여자 친구가 생긴 거 너도 알고 있었니? SNS 보다가 발견했는데 왠지 질투가 나고 헤어지자고 말한 건 나인데 상처받았어.
Empathy_상처_친구_234.tsv,나 요즘 거울을 볼 때마다 웃는 습관을 기르고 있어.
Empathy_상처_친구_235.tsv,나 요즘 이직을 준비하려고 준비 중이야.
Empathy_상처_친구_236.tsv,며칠 전에 내 가슴에 비수가 꽂히는 일이 있었어. 아직 그 충격에서 헤어 나오지 못하는 중이야.
Empathy_상처_친구_237.tsv,정말 미쳐버릴 것 같아. 아내가 나더러 바람을 피운다고 의심하지 뭐야. 그런 말 자체가 얼마나 상처가 되는지 알아?
Empathy_상처_친구_238.tsv,오늘 소개팅도 별 소득 없이 끝나려나 보다. 헤어지고 나서 메신저로 애프터 신청했는데 읽고 답이 없네.
Empathy_상처_친구_239.tsv,나 지금 충격받아서 아무것도 못 하겠어.
Empathy_상처_친구_24.tsv,요즘 지구에 나 혼자만 있는 기분이야.
Empathy_상처_친구_240.tsv,오늘 내 세상이 무너졌어. 어떻게 이런 일이 나한테 벌어진 거지?
Empathy_상처_친구_241.tsv,나 남자 친구랑 헤어지려고. 태어나서 이렇게 배신당한 기분 처음이야.
Empathy_상처_친구_242.tsv,우리 부모님은 왜 매번 나를 속상하게 할까. 오랜만에 본가 내려왔는데 괜히 온 것 같아.
Empathy_상처_친구_243.tsv,휴. 나 지금 너무 대화할 상대가 필요해서 늦은 시간이지만 문자 해. 자?
Empathy_상처_친구_244.tsv,밤에 너희 집으로 피신해도 될까? 정신적으로 너무 지쳐서 한숨 돌릴 수 있으면 좋겠어.
Empathy_상처_친구_245.tsv,나 집에 있는 게 너무 힘들어.
Empathy_상처_친구_246.tsv,어제 내 이야기를 하고 다니는 애가 있다는 충격적인 이야기를 들었어. 너무 마음이 아파.
Empathy_상처_친구_247.tsv,나 이번에 또 김장하러 친정에 가. 분명 작년이 마지막이라고 해놓고 말이야.
Empathy_상처_친구_248.tsv,길고 길었던 이혼 분쟁도 끝이 보이는 것 같아. 조만간 이사를 할 생각이야.
Empathy_상처_친구_249.tsv,오늘은 정말 힘든 날 이었어. 지금 이 상황이 정말 감당이 되질 않네.
Empathy_상처_친구_25.tsv,"공감화자야, 너무 늦은 시간이지? 자고 있으려나?"
Empathy_상처_친구_250.tsv,내일 또 비가 오려나 봐.
Empathy_상처_친구_251.tsv,"회사에 취직해서 부모님이 기뻐하실 줄 알았는데, 탐탁지 않으신 모양이야. 여전히 부모님은 내 출근길을 달가워하지 않으셔. 못마땅하신가 봐."
Empathy_상처_친구_252.tsv,정말 너무 상처받는 일이 생겼어. 어제오늘 아무것도 입에 대지 못할 정도로 힘드네.
Empathy_상처_친구_253.tsv,내가 어떤 마음으로 2년을 기다렸는지 정말 모르는 걸까? 남자 친구만 생각하면 가슴이 아파.
Empathy_상처_친구_26.tsv,요즘 너희 동네 아파트 시세 많이 올랐지?
Empathy_상처_친구_27.tsv,오늘이 최종기한이라서 교수님께 오늘 안에는 말씀드려야 할 것 같아.
Empathy_상처_친구_28.tsv,너는 아침에 출근 잘했니? 눈 뜨자 어제 일로 상처가 밀려온다.
Empathy_상처_친구_29.tsv,여름만 되면 중학교 때 일이 생각나서 괜히 마음이 울적해져.
Empathy_상처_친구_3.tsv,우리 친한 일명 4인방 알지?
Empathy_상처_친구_30.tsv,지난 주말에 속상한 일 있었어.
Empathy_상처_친구_31.tsv,나 최근에 상처받을 일이 있었어.
Empathy_상처_친구_32.tsv,내 여자 친구가 성형을 했었다는 사실을 오늘에서야 알았어.
Empathy_상처_친구_33.tsv,오늘 승진 인사에서 떨어졌어.
Empathy_상처_친구_34.tsv,나 남자 친구랑 싸웠어.
Empathy_상처_친구_35.tsv,나 지금 너무 억울해서 폭발할 거 같아 미치겠어.
Empathy_상처_친구_36.tsv,남자 친구는 이제 더 이상 나를 좋아하지 않는 것 같아.
Empathy_상처_친구_37.tsv,진짜 이럴 때마다 학원 선생님 더 못하겠다는 생각이 들어.
Empathy_상처_친구_38.tsv,나 요즘 며칠째 밤새면서 작업 중이야. 옆에 에너지 음료를 두고 말이야. 너무 힘이 들고 괴로워.
Empathy_상처_친구_39.tsv,흠 나 운전면허 슬슬 따야 하나 봐.
Empathy_상처_친구_4.tsv,오늘 변호사 사무실 가서 상담받았어.
Empathy_상처_친구_40.tsv,병실에 혼자 있으니 너무 쓸쓸하고 외롭다.
Empathy_상처_친구_41.tsv,친구야. 이걸 어쩌면 좋냐. 나 지금 머릿속이 텅 비어버린 거 같아.
Empathy_상처_친구_42.tsv,오랜만에 아이들과 밥을 먹으면서 이 얘기 저 얘기 하게 됐어. 딸이 엄마는 엄마만이 옳다고 생각하는 게 문제라고 하니까 아들도 맞아 하며 맞장구를 치더라고.
Empathy_상처_친구_43.tsv,어쩜 그럴 수가 있니 나 오늘 마음에 상처받았어. 내가 선물한 팔찌를 다른 친구에게 준 거 있지. 정말 너무하지 않아.
Empathy_상처_친구_44.tsv,요즘 도통 잠을 못 자서 피곤하네.
Empathy_상처_친구_45.tsv,"공감화자야, 나 어떡하면 좋을까."
Empathy_상처_친구_46.tsv,나 오늘 남자 친구한테 일방적으로 화내고 집에 들어왔어.
Empathy_상처_친구_47.tsv,나 이직한 데서 무시당하면 어떡하지.
Empathy_상처_친구_48.tsv,나 한 달 전에 남자 친구랑 헤어졌어.
Empathy_상처_친구_49.tsv,며칠 전부터 회사 사람들이 왠지 나 피하는 것 같다고 말했었잖아.
Empathy_상처_친구_5.tsv,나 울분 터져서 이제 과외 못하겠어.
Empathy_상처_친구_50.tsv,나 고민 상담할 게 있어. 내 여자 친구가 바람피우는 걸 내가 어제 목격했거든...
Empathy_상처_친구_51.tsv,친구야. 나 이번 달부터 다이어트 시작했어. 이제 4주 차야.
Empathy_상처_친구_52.tsv,나 이제 테니스 동호회 관두려고. 앞으로 못 나갈 것 같아.
Empathy_상처_친구_53.tsv,오늘 친구들한테 여자 친구를 소개해줬거든? 애들이 하도 소개해 달라고 해서 말이야.
Empathy_상처_친구_54.tsv,"우리 아들, 사춘기인가 봐. 어제는 자기 방문을 걸어 잠그고, 할 일 있으니 방해하지 말라는 거야."
Empathy_상처_친구_55.tsv,친구야 나 아무에게도 말 못 할 고민이 하나 있어. 요즘 낮과 밤으로 괴로워하고 있는 중이야. 내 고민 좀 들어주지 않을래?
Empathy_상처_친구_56.tsv,"우리 아들이 1년치 독서실 비용을 달라 해서 카드를 줬는데, 몰래 게임 아이템을 300만원이나 결제했더라고. 들키지 않을 줄 알았나 봐. 지금 아들한테 배신당한 기분이 들어서 미치겠어."
Empathy_상처_친구_57.tsv,우리 집 지금 난리도 아니야. 작은언니가 사고 제대로 쳤거든.
Empathy_상처_친구_58.tsv,"공감화자야, 나 요새 너무 힘들다."
Empathy_상처_친구_59.tsv,"친구야, 나 머리가 너무 아파."
Empathy_상처_친구_6.tsv,나 10년 전에 돈 빌려줬다고 했던 그 동창 연락 왔어.
Empathy_상처_친구_60.tsv,주변에서 나를 4차원이라고 부르고 있는 걸 오늘 알았어.
Empathy_상처_친구_61.tsv,영화 취향이 다른 걸 가지고 왜 이상한 사람 취급을 하나 몰라.
Empathy_상처_친구_62.tsv,나 오늘 그 사람이 준 선물을 모두 버렸어.
Empathy_상처_친구_63.tsv,예전에 내가 우리 부모님이 동생 입양했다고 말한 거 기억나?
Empathy_상처_친구_64.tsv,나는 정말 못난 남자 친구인 것 같아.
Empathy_상처_친구_65.tsv,오늘 아는 아주머니를 정말 오랜만에 뵙고 왔는데 정말 기분 안 좋은 일이 있었어.
Empathy_상처_친구_66.tsv,이번 추석도 혼자 집에 있어야겠다.
Empathy_상처_친구_67.tsv,친구야 나 오늘 알바에서 얼마나 황당하고 억울한 일이 있었는지 알아? 지금 나 혼자서 집에서 있는데 분이 안 풀려서 연락했어.
Empathy_상처_친구_68.tsv,이제 어떡하지. 모든 걸 다시 시작해야 하나... 아무것도 할 수가 없네.
Empathy_상처_친구_69.tsv,나 너무 힘들다.
Empathy_상처_친구_7.tsv,어제 우리 부모님이랑 남자 친구랑 같이 저녁 먹었어.
Empathy_상처_친구_70.tsv,나 다음 학기에는 휴학해야 할까 봐.
Empathy_상처_친구_71.tsv,전 여자 친구가 결혼한다고 연락이 왔어.
Empathy_상처_친구_72.tsv,오늘 딸한테 정말 충격적인 말을 들었어. 쉬이 충격이 가시지가 않네.
Empathy_상처_친구_73.tsv,나 요즘 너무 괴로워.
Empathy_상처_친구_74.tsv,나 어쩌면 좋아? 남편이 나를 두고 바람피우는 것 같아.
Empathy_상처_친구_75.tsv,나 오늘 좀 충격적인 얘기를 들었어. 신경 안 쓰려고 해도 자꾸 그 말이 생각나네.
Empathy_상처_친구_76.tsv,나 지금 충격에 아무것도 못하고 있어.
Empathy_상처_친구_77.tsv,생각보다 수험 생활이 훨씬 길어지고 있어. 나도 점점 지친다. 내가 뭘 잘못하고 있는 걸까?
Empathy_상처_친구_78.tsv,출생의 비밀이라는 말이 나한테도 해당될 줄은 정말 몰랐어.
Empathy_상처_친구_79.tsv,정말 어이가 없다.
Empathy_상처_친구_8.tsv,요즘 회사 나가기 너무 싫어.
Empathy_상처_친구_80.tsv,오늘 교수님께 엄청나게 혼났어. 나한테는 재능이 없대.
Empathy_상처_친구_81.tsv,어머니가 재혼을 하셔서 동생이랑 흩어지게 되었어.
Empathy_상처_친구_82.tsv,나 오늘 정말 충격적인 얘기를 들었어. 사실 아직도 그 말 때문에 공부가 손에 안 잡혀.
Empathy_상처_친구_83.tsv,나 정말 끔찍한 경험을 했어.
Empathy_상처_친구_84.tsv,친구야. 혹시 지금 얘기 들어줄 수 있어?
Empathy_상처_친구_85.tsv,나 오늘 마음에 상처 입었다.
Empathy_상처_친구_86.tsv,나 너무 속상하고 남편이 미워. 어떡해 나한테 이럴 수 있니. 달랑 국 하나뿐이냐고 화를 내는 거 있지.
Empathy_상처_친구_87.tsv,"나 아무것도 하기 싫어. 학교도 가기 싫고, 다 싫어."
Empathy_상처_친구_88.tsv,친구야. 나 요즘 불면증이 생겼어. 그래서 술 마시고 자게 되는 것 같아 고민이야.
Empathy_상처_친구_89.tsv,나 정말 너무 상처받아. 믿었던 가족한테 그런 말을 들을 줄은 몰랐어.
Empathy_상처_친구_9.tsv,나 4년 만난 남자 친구랑 헤어졌어.
Empathy_상처_친구_90.tsv,우리 조카가 딸인데도 유난히 자동차를 좋아했다고 말했었나?
Empathy_상처_친구_91.tsv,저번에 팀 과제 같이했던 친구 있잖아. 그 친구가 여기저기 다니면서 내 얘기를 안 좋게 하고 다니나 봐.
Empathy_상처_친구_92.tsv,공감화자야. 너는 정말 하늘에 강아지별이 있다고 믿어?
